,problem_id,problem_id.1,translated
2443,2444,['I hate fat bitches'],
2444,2445,"['I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?']",
2445,2446,['I hate ghetto bitches with a passion..'],[“我讨厌有激情的犹太区婊子……”
2446,2447,['I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party. Like damn Nessie im here too'],
2447,2448,['I hate hoes'],
2448,2449,"['I hate hoes who be looking all nice nshit with their hair and nails done, but they kids look like they BARELY survived a tornado']",[“我讨厌那些头发和指甲修剪得很漂亮的锄头，但他们的孩子看起来像是在龙卷风中勉强活了下来”]
2449,2450,['I hate how girls bitch about \n\nE V E R Y T H I N G'],
2450,2451,"[""I hate my dog's name.. It sounds so ghetto. ""]",
2451,2452,"['I hate people who talk loud, ignorant ass mother fuckers and ghetto people.']",[“我讨厌那些大声说话的人，无知的混蛋妈妈和犹太人。”]
2452,2453,['I hate pretty bitches that chill with lame niggas'],[“我讨厌和瘸腿黑鬼在一起的漂亮婊子”]
2453,2454,['I hate pulling into stores. Niggas be staring like they never seen a bitch drive a car with rims and a system. .'],
2454,2455,"[""I hate pumpkin flavored items you other white bitches are crazy they're nasty ""]",
2455,2456,"[""I hate ratchet country hoes I'm ashamed""]",
2456,2457,['I hate self-rightous Black bitches.'],[“我讨厌自以为是的黑婊子。”]
2457,2458,['I hate self-rightous bitches in general but my people really get on my fucking nerve sometimes.'],[“我讨厌自以为是的婊子，但我的人有时真的会惹我生气。”]
2458,2459,['I hate stupid bitches who cry for stupid reasons'],[“我讨厌那些因为愚蠢的理由哭泣的愚蠢的婊子”]
2459,2460,"['I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster']",
2460,2461,['I hate texting boring bitches'],
2461,2462,['I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy'],
2462,2463,"[""I hate that hoe ... She ain't bout shit""]",[“我讨厌那锄头。。。她不是在胡说八道“]
2463,2464,['I hate that hoe oml '],
2464,2465,"['I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don\'t have a place to live..']",[“我讨厌我妈妈说她想搬出去。。。就像婊子一样，你“尝试”的唯一原因是你没有地方住
2465,2466,"[""I hate that one random tear that comes out when you haven't blinked like nigga stop being a bitch ""]",
2466,2467,['I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled'],
2467,2468,['I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.'],
2468,2469,"['I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!']",
2469,2470,['I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.'],
2470,2471,['I hate the white trash cops who raped and murdered my infant daughters and son.'],
2471,2472,['I hate these hoes that look thick from the front them she pass u &amp; her ass be missing'],
2472,2473,['I hate this cookie built bitch '],[“我讨厌这个做饼干的婊子”]
2473,2474,['I hate those kids in your class that are always complaining and just being a bitch/douche to the teacher'],
2474,2475,"[""I hate tht hoe I make it SO hard just to talk, dont I? I get off topic, Dont I??\n I get it poppin, Dont I? I'll end up stoppin, Wont I?""]",[“我讨厌我让说话变得如此困难，不是吗？我偏离主题了，不是吗？？？\n我明白了，不是吗？我会停下来的，不是吗？”]
2475,2476,"[""I hate twitter. Just a bunch of sexy bitches I can't have""]",
2476,2477,['I hate txtn this niggah man lol @YR_Killem'],
2477,2478,"['I hate when I see a thick bitch on Instagram, then she show up looking like a teddy graham.']",
2478,2479,"['I hate when I upload a pic with a caption that says ""me and my son"" and someone asks ""omg is that your son?"" ...No bitch I found him outside']",[“我讨厌上传一张标题为“我和我儿子”的照片，有人问我“天哪，那是你儿子吗？”。。。没有婊子我在外面找到他了']
2479,2480,"['I hate when a bitch can\'t take a compliment: ""You\'re so pretty"" ""No I\'m not, I\'m ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN.....']",
2480,2481,['I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao'],
2481,2482,"['I hate when a girls all ""I\'m single and I do single shit (be a lil thottie) cuff me if you have a problem"" like bitch I\'ll RKO your ass']",[“我讨厌一个女孩都说”我单身，我做单身拉屎（做个小混混）如果你有问题就把我铐起来“像婊子一样，我会揍你的屁股”]
2482,2483,"['I hate when bitches ""been thinking"" smh']",
2483,2484,"['I hate when bitches be like ""I love him so much 11/2/2012&lt;3!!!""']",
2484,2485,['I hate when bitches get lame '],[“我讨厌婊子变瘸”]
2485,2486,"['I hate when bitches keep saying ""yassss like"" like bitch u sound stupid stfu']",[“我讨厌婊子们老是说”像“像婊子一样你听起来很蠢”]
2486,2487,['I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox'],[“我讨厌婊子们只想和我说话的时候是他们的男朋友和他们分手或者他们正在和男朋友分手。不是黑鬼。去他妈的我的收件箱']
2487,2488,"[""I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck""]",
2488,2489,"['I hate when bitches say ""bro"" and ""bruh""']",我讨厌婊子们说“兄弟”和“兄弟”]
2489,2490,"['I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!']",[“我讨厌婊子们以为你给他们买了便宜的礼物或食物就能得到回报。这就是我的生活，让我活着]
2490,2491,['I hate when bitches try to talk shit with chipped nails'],[“我讨厌婊子们用碎钉子胡说八道”]
2491,2492,['I hate when black people try and be white so bad ... Your a nigger'],
2492,2493,['I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga'],
2493,2494,['I hate when females try to sound like bird heads'],[“我讨厌雌性听上去像鸟的头”]
2494,2495,"['I hate when girls say ""I\'m single but my heart is taken"" bitch, that nigga don\'t love you, hoe. Move on.']",我讨厌女孩子说“我单身，但我的心被带走了”婊子，那个黑鬼不爱你，霍。继续。']
2495,2496,"['I hate when girls say ""I\'m single but my heart is taken"" bitch, that nigga don\'t love you. move on !!!']",我讨厌女孩子说“我单身，但我的心被带走了”婊子，那个黑鬼不爱你。继续！！！']
2496,2497,"['I hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before I get your dick breath on me']",
2497,2498,['I hate when hoes try to play the wifey roll'],[“我讨厌锄头打老婆卷”]
2498,2499,"['I hate when hoes tweet about ""hoes""...? Okay, that aint hypocritical']",['我讨厌霍斯在推特上说“霍斯”。。。？好吧，这不是虚伪的']
2499,2500,['I hate when i see a cold hoe tryna kick knowledge'],[“我讨厌看到冷锄头踢知识”]
2500,2501,['I hate when my best friend gets a new bitch and barely chills with me'],
2501,2502,['I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh'],
2502,2503,"[""I hate when people ask if I shoot up!! I don't need that pussy shit to be bigger than you unswole niggas""]",[“我讨厌别人问我是否开枪！！我不需要那个娘娘腔比你这个黑鬼还大“]
2503,2504,"['I hate when people call me ""mate"". Were not in England you fucking twat']",
2504,2505,['I hate when people have terrible coping skills and complain too much. Oh your mom died? How about you stop being a pussy.'],[“我讨厌人们有糟糕的应对技巧，抱怨太多。哦，你妈妈死了？不如你别再娘娘腔了
2505,2506,['I hate when people just randomly stop talking to you like give me a reason bitch'],
2506,2507,"[""I hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if I'm here""]",[“我讨厌人们组织计划，而你却在他们之前到达目的地……婊子，别问我是否在这里”]
2507,2508,"['I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you']",[“我讨厌别人说我有很多纹身，他们让我看起来很丑。就像婊子操你一样
2508,2509,"[""I hate when people tweef and then delete the tweets. like yalls some hoes for that . I'm trying to read them""]",[“我讨厌人们在tweef之后删除tweets。像是用锄头。我试着去读“]
2509,2510,"['I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu']",
2510,2511,"['I hate when ppl come to my house and make a mess in the bathroom, like bitch do I come to your house and play in the sink? noooo']",
2511,2512,['I hate when those little white kids try and act black. Like bitch YOU ARE WHITE'],
2512,2513,"[""I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.""]",
2513,2514,"[""I hate yal I'd delete my twitter if I had somethin better to do bitch ass niggas""]",[“我讨厌你，如果我有更好的事做，我会删除我的推特”]
2514,2515,"[""I hate yellow jackets can't feel arms and back lol""]",
2515,2516,['I hate you niccas! Lol ,
2516,2517,['I have 0 hoes '],['我有0把锄头']
2517,2518,['I have a bitch face and a bitch voice to match it so its kinda hard making friends.'],
2518,2519,['I have a feeling tonight will be trash.'],
2519,2520,['I have all these EXTRA ASS unnecessary clothes &amp; cay wanna act like a lit hoe.'],[“我有这么多多余的衣服&我想表现得像只点燃的锄头。”]
2520,2521,"['I have better things to do, like drive my yellow fucking Lamborghini']",[“我有更好的事情要做，比如开我那该死的黄色兰博基尼”]
2521,2522,"[""I have finally come to terms with the fact I am at my highest bitch level when I don't eat! #needaSnickersanda2piece""]",
2522,2523,"[""I have my work done a day after i get it, and everybody else be Scramblin' on Sunday. this the day of rest bitches..""]",[“我拿到工作一天后就把它做完了，其他人周日都忙得不可开交。今天是休息日，婊子们……“]
2523,2524,['I have never actually seen a yellow duck.'],[“我从来没见过黄鸭。”]
2524,2525,['I have no clothes that make me look like a redneck but I tried my best '],
2525,2526,"[""I have no hoes man. I don't need those though ""]",
2526,2527,['I have no respect for people who cheat that shits just retarded'],[“我不尊重那些欺骗我的人，他们只是弱智”]
2527,2528,['I have officially earned my right to bitch about things for the next two years! Yay!'],[“在接下来的两年里，我已经正式赢得了抱怨事情的权利！耶]
2528,2529,['I have one more day of fucking school. God nansemond is fucking retarded'],
2529,2530,"[""I have really light colored eyebrows naturally and it's not ok""]",[“我的眉毛真的很淡，很自然，不好”]
